2.222, 0.361, 0.333, 0.561, 0.709, 0.167, 0   
11.647, 0.153, 0.454, 0.402, 0.634, 0.011, 0  
0.719, 0.124, 0.668, 0.508, 0.147, 0.006, 0   
2.625, 0.482, 0.418, 0.62, 0.673, 0.028, 0  
2.625, 0.164, 0.011, 0.766, 0.106, 0.250, 0  
13.143, 0.071, 0.071, 0.284, 0.017, 0.009, 0  
1.000, 0.639, 0.469, 0.342, 0.017, 0.714, 0  
0.800, 0.475, 0.384, 0.564, 0.05, 0.227, 0   
1.000, 0.556, 0.408, 0.565, 0.05, 0.286, 0  
0.909, 0.234, 0.000, 0.579, 0.866, 0.101, 0  
1.750, 0.330, 0.274, 0.774, 0.24, 0.296, 0  
1.000, 0.312, 0.247, 0.985, 0.258, 0.111, 0  
9.800, 0.092, 0.083, 0.285, 0.017, 0.048, 0  
1.429, 0.571, 0.519, 0.342, 0.017, 0.250, 0  
1.071, 0.576, 1.000, 0.552, 0.051, 0.311, 0  
1.167, 0.175, 0.383, 0.644, 0.944, 0.012, 0  
12.250, 0.112, 0.099, 0.285, 0.018, 0.170, 0  
1.111, 0.567, 0.515, 0.342, 0.017, 0.600, 0  
1.233, 0.102, 0.000, 0.53, 0.218, 0.099, 0  
1.400, 0.356, 0.200, 0.777, 0.24, 0.359, 0  
1.000, 0.333, 0.245, 0.984, 0.151, 0.286, 0  
2.000, 0.011, 0.000, 0.304, 0.048, 0.000, 0  
1.375, 0.091, 0.035, 0.459, 0.41, 0.006, 0  
1.143, 0.643, 0.571, 0.768, 0.238, 0.688, 0  
0.574, 0.048, 0.000, 0.976, 0.187, 0.023, 0  
5.000, 0.040, 0.000, 0.272, 0.025, 0.034, 0  
1.250, 0.588, 0.475, 0.342, 0.018, 0.333, 0   
1.000, 0.556, 0.408, 0.744, 0.024, 0.143, 0  
5.161, 0.043, 0.009, 0.272, 0.025, 0.047, 0  
0.900, 0.489, 0.444, 0.342, 0.017, 0.636, 0  
5.000, 0.044, 0.000, 0.272, 0.025, 0.029, 0  
1.429, 0.543, 0.494, 0.342, 0.017, 0.250, 0   
1.250, 0.363, 0.293, 0.955, 0.086, 0.500, 0  
0.429, 0.723, 1.000, 0.961, 0.331, 0.552, 0  
12.250, 0.087, 0.076, 0.285, 0.018, 0.007, 0  
2.111, 0.027, 0.000, 0.364, 0.035, 0.052, 0   
2.200, 0.219, 0.018, 0.783, 0.178, 0.153, 0  
5.714, 0.056, 0.013, 0.272, 0.023, 0.030, 0  
1.200, 0.525, 0.441, 0.341, 0.017, 0.091, 0  
2.000, 0.300, 0.260, 0.439, 0.165, 0.212, 0  
0.303, 0.167, 0.152, 0.441, 0.311, 0.118, 0  
1.400, 0.356, 1.000, 0.779, 0.168, 0.156, 0  
1.837, 0.325, 0.941, 0.94, 0.038, 0.083, 0  
5.000, 0.041, 0.000, 0.272, 0.025, 0.019, 0  
1.250, 0.588, 0.475, 0.342, 0.018, 0.333, 0  
2.200, 0.523, 0.455, 0.777, 0.131, 0.341, 0  
1.600, 0.419, 0.358, 0.978, 0.169, 0.061, 0  
7.524, 0.061, 0.048, 0.272, 0.022, 0.064, 0  
1.111, 0.600, 0.545, 0.342, 0.016, 0.500, 0  
0.333, 0.281, 0.240, 0.464, 0.169, 0.080, 0  
1.000, 0.583, 0.429, 0.486, 0.076, 0.429, 0  
0.889, 0.458, 0.407, 0.982, 0.238, 0.350, 0  
5.333, 0.048, 0.000, 0.272, 0.024, 0.051, 0  
1.333, 0.667, 0.508, 0.341, 0.017, 0.286, 0  
2.000, 0.183, 0.000, 0.78, 0.178, 0.024, 0  
6.154, 0.050, 0.000, 0.272, 0.024, 0.031, 0  
0.978, 0.046, 0.182, 0.571, 0.914, 0.006, 0  
0.833, 0.381, 0.933, 0.24, 0.029, 0.228, 0  
12.250, 0.093, 0.082, 0.323, 0.018, 0.126, 0  
0.421, 0.257, 0.228, 0.474, 0.092, 0.250, 0  
7.000, 0.184, 0.165, 0.488, 0.246, 0.066, 0  
1.800, 0.483, 0.416, 0.98, 0.204, 0.303, 0  
5.000, 0.053, 0.000, 0.272, 0.025, 0.025, 0  
2.025, 0.195, 0.000, 0.779, 0.178, 0.073, 0  
5.517, 0.042, 0.000, 0.272, 0.025, 0.056, 0  
1.000, 0.531, 0.420, 0.342, 0.018, 0.389, 0  
1.000, 0.222, 0.222, 0.591, 0.914, 0.150, 0  
2.158, 0.155, 0.000, 0.779, 0.142, 0.110, 0  
5.517, 0.049, 0.009, 0.272, 0.024, 0.010, 0  
0.366, 0.161, 0.000, 0.496, 0.518, 0.048, 1  
7.188, 0.065, 0.026, 0.758, 0.133, 0.075, 0  
5.714, 0.045, 0.009, 0.272, 0.025, 0.078, 0  
1.429, 0.600, 0.545, 0.342, 0.018, 0.438, 0  
0.453, 0.154, 0.345, 0.478, 0.619, 0.017, 1  
0.435, 0.121, 0.094, 0.384, 0.55, 0.011, 1  
1.900, 0.199, 0.000, 0.976, 0.106, 0.043, 0  
0.857, 0.405, 0.347, 0.207, 0.375, 0.375, 0  
5.926, 0.041, 0.004, 0.272, 0.025, 0.006, 0  
1.125, 0.597, 0.531, 0.342, 0.018, 0.500, 0  
0.443, 0.076, 0.011, 0.465, 0.537, 0.014, 1  
1.414, 0.147, 0.036, 0.974, 0.113, 0.046, 0  
5.300, 0.051, 0.000, 0.272, 0.024, 0.038, 0  
1.000, 0.568, 0.568, 0.341, 0.017, 0.300, 0  
0.694, 0.124, 0.113, 0.51, 0.312, 0.005, 1  
1.400, 0.436, 0.370, 0.497, 0.509, 0.424, 1  
1.875, 0.317, 0.281, 0.73, 0.531, 0.148, 1  
0.625, 0.431, 0.369, 0.757, 0.278, 0.118, 0  
2.000, 0.166, 0.000, 0.976, 0.142, 0.038, 0  
9.800, 0.118, 0.107, 0.285, 0.017, 0.079, 0  
1.286, 0.492, 0.492, 0.342, 0.017, 0.375, 0  
0.265, 0.281, 0.270, 0.506, 0.528, 0.157, 1  
0.917, 0.116, 0.000, 0.435, 0.517, 0.076, 1  
1.071, 0.638, 1.000, 0.552, 0.051, 0.467, 0  
1.706, 0.105, 0.019, 0.636, 0.942, 0.007, 0  
11.750, 0.088, 0.077, 0.285, 0.017, 0.148, 0  
1.000, 0.528, 0.388, 0.506, 0.501, 0.429, 1  
1.071, 0.671, 1.000, 0.552, 0.051, 0.556, 0  
1.400, 0.241, 0.607, 0.57, 0.963, 0.035, 0  
3.611, 0.304, 0.446, 0.614, 0.868, 0.032, 0  
11.500, 0.082, 0.072, 0.285, 0.017, 0.087, 0  
0.438, 0.145, 0.048, 0.513, 0.492, 0.121, 1  
1.071, 0.643, 1.000, 0.552, 0.051, 0.600, 0  
1.355, 0.096, 0.444, 0.635, 0.893, 0.027, 0  
0.795, 0.281, 0.222, 0.985, 0.142, 0.000, 0  
2.667, 0.385, 0.311, 0.504, 0.507, 0.143, 1  
1.071, 0.633, 1.000, 0.552, 0.051, 0.644, 0  
1.125, 0.472, 0.420, 0.047, 0.325, 0.056, 0  
0.750, 0.220, 0.467, 0.363, 0.932, 0.063, 0  
1.033, 0.359, 0.551, 0.418, 0.9, 0.142, 0  
1.833, 0.121, 0.111, 0.523, 0.756, 0.046, 0  
1.143, 0.607, 1.000, 0.552, 0.051, 0.289, 0  
0.842, 0.286, 0.651, 0.986, 0.179, 0.082, 0  
1.250, 0.425, 0.343, 0.304, 0.017, 0.444, 0  
1.071, 0.633, 1.000, 0.386, 0.051, 0.600, 0  
1.600, 0.406, 0.348, 0.539, 0.504, 0.212, 1   
2.143, 0.533, 0.533, 0.477, 0.522, 0.292, 1   
0.411, 0.022, 0.000, 0.498, 0.586, 0.009, 1   
0.889, 0.556, 0.494, 0.517, 0.464, 0.500, 1  
0.381, 0.375, 0.333, 0.503, 0.543, 0.250, 1  
1.222, 0.457, 1.000, 0.79, 0.081, 0.132, 0  
0.879, 0.313, 0.204, 0.986, 0.144, 0.071, 0  
1.625, 0.039, 0.000, 0.285, 0.034, 0.001, 0  
1.632, 0.156, 0.000, 0.566, 0.977, 0.240, 0  
4.125, 0.280, 0.653, 0.615, 0.888, 0.035, 0  
1.071, 0.681, 1.000, 0.237, 0.051, 0.600, 0  
1.280, 0.014, 0.028, 0.294, 0.175, 0.032, 0  
0.600, 0.517, 0.403, 0.504, 0.5, 0.455, 1   
1.550, 0.168, 0.143, 0.491, 0.515, 0.067, 1  
16.000, 0.076, 0.065, 0.322, 0.016, 0.038, 0  
1.350, 0.307, 0.686, 0.63, 0.936, 0.171, 0  
1.900, 0.183, 0.000, 0.756, 0.106, 0.024, 0  
1.691, 0.040, 0.000, 0.285, 0.035, 0.020, 0  
1.333, 0.729, 0.556, 0.495, 0.365, 0.500, 0  
0.724, 0.487, 0.487, 0.784, 0.028, 0.206, 0  
0.711, 0.138, 0.225, 0.164, 0.655, 0.081, 1  
0.700, 0.586, 0.532, 0.495, 0.511, 0.227, 1  
0.667, 0.490, 0.402, 0.554, 0.984, 0.231, 0  
2.063, 0.123, 0.171, 0.612, 0.899, 0.003, 0  
1.923, 0.199, 0.000, 0.769, 0.178, 0.038, 0  
1.000, 0.648, 1.000, 0.274, 0.051, 0.644, 0  
1.214, 0.319, 0.667, 0.73, 0.173, 0.222, 0  
1.000, 0.658, 1.000, 0.274, 0.051, 0.644, 0  
1.333, 0.155, 0.414, 0.635, 0.891, 0.047, 0  
1.500, 0.255, 0.267, 0.732, 0.173, 0.217, 0  
1.673, 0.041, 0.000, 0.285, 0.035, 0.017, 0  
1.111, 0.600, 0.545, 0.342, 0.016, 0.500, 0  
0.750, 0.396, 0.133, 0.497, 0.327, 0.000, 1  
0.759, 0.062, 0.009, 0.546, 0.485, 0.067, 1  
1.000, 0.750, 0.593, 0.583, 0.286, 0.389, 0  
1.052, 0.054, 0.069, 0.749, 0.238, 0.001, 0  
0.718, 0.319, 0.476, 0.986, 0.142, 0.040, 0  
1.342, 0.252, 0.769, 0.259, 0.643, 0.095, 0  
1.000, 0.668, 1.000, 0.274, 0.051, 0.622, 0  
0.516, 0.124, 0.005, 0.625, 0.409, 0.005, 1  
0.198, 0.311, 0.000, 0.449, 0.263, 0.199, 0  
0.368, 0.556, 0.556, 0.452, 0.045, 0.325, 0  
1.000, 0.592, 0.571, 0.506, 0.505, 0.312, 1  
1.889, 0.480, 1.000, 0.571, 0.983, 0.275, 0  
2.225, 0.108, 0.327, 0.617, 0.896, 0.000, 0  
0.389, 0.643, 0.609, 0.808, 0.349, 0.553, 0  
1.709, 0.040, 0.000, 0.286, 0.035, 0.008, 0  
1.000, 0.611, 0.449, 0.342, 0.016, 0.429, 0  
1.071, 0.671, 1.000, 0.274, 0.051, 0.578, 0  
0.560, 0.066, 0.039, 0.557, 0.324, 0.051, 1  
1.472, 0.041, 0.000, 0.288, 0.036, 0.088, 0  
2.118, 0.223, 0.562, 0.583, 0.935, 0.010, 0  
0.598, 0.088, 0.000, 0.61, 0.537, 0.039, 1  
0.148, 0.169, 0.147, 0.544, 0.537, 0.155, 1  
