1.250, 0.450, 0.364, 0  
2.333, 0.098, 0.212, 0  
1.071, 0.667, 1.000, 0  
1.833, 0.151, 0.307, 0  
2.000, 0.180, 0.000, 0  
5.000, 0.054, 0.000, 0  
1.333, 0.271, 0.000, 0  
1.000, 0.560, 0.463, 0   
4.375, 0.393, 0.349, 0  
1.667, 0.500, 0.390, 0  
9.294, 0.064, 0.079, 0  
1.111, 0.244, 0.222, 0  
1.200, 0.467, 0.392, 0  
2.000, 0.138, 0.491, 0  
1.250, 0.612, 0.495, 0  
1.000, 0.390, 0.322, 0  
1.125, 0.472, 0.420, 0  
0.750, 0.604, 0.460, 0  
0.429, 0.464, 0.371, 0  
3.419, 0.127, 0.000, 0  
0.518, 0.112, 0.586, 0  
9.800, 0.096, 0.086, 0  
1.200, 0.458, 0.385, 0  
1.143, 0.683, 1.000, 0  
4.000, 0.448, 0.397, 0  
2.733, 0.241, 0.277, 0  
7.182, 0.058, 0.000, 0  
1.667, 0.633, 0.494, 0   
1.333, 0.500, 0.381, 0  
1.667, 0.296, 0.933, 0  
0.889, 0.194, 0.280, 0  
5.161, 0.042, 0.000, 0  
1.667, 0.633, 0.494, 0  
2.318, 0.061, 0.337, 0  
1.167, 0.548, 0.429, 0  
1.062, 0.364, 0.960, 0   
5.750, 0.421, 0.366, 0  
1.143, 0.500, 0.444, 0  
0.669, 0.025, 0.003, 0  
1.500, 0.245, 0.667, 0  
2.050, 0.199, 0.000, 0  
1.931, 0.170, 0.666, 0  
1.250, 0.318, 0.949, 0  
1.167, 0.595, 0.510, 0  
1.062, 0.165, 0.248, 0  
6.583, 0.057, 0.018, 0  
0.667, 0.389, 0.317, 0  
1.000, 0.594, 0.469, 0  
0.714, 0.033, 0.000, 0  
2.222, 0.361, 0.333, 0   
11.647, 0.153, 0.454, 0  
0.719, 0.124, 0.668, 0   
2.625, 0.482, 0.418, 0  
2.625, 0.164, 0.011, 0  
13.143, 0.071, 0.071, 0  
1.000, 0.639, 0.469, 0  
0.800, 0.475, 0.384, 0   
1.000, 0.556, 0.408, 0  
0.909, 0.234, 0.000, 0  
1.750, 0.330, 0.274, 0  
1.000, 0.312, 0.247, 0  
9.800, 0.092, 0.083, 0  
1.429, 0.571, 0.519, 0  
1.071, 0.576, 1.000, 0  
1.167, 0.175, 0.383, 0  
12.250, 0.112, 0.099, 0  
1.111, 0.567, 0.515, 0  
1.233, 0.102, 0.000, 0  
1.400, 0.356, 0.200, 0  
1.000, 0.333, 0.245, 0  
2.000, 0.011, 0.000, 0  
1.375, 0.091, 0.035, 0  
1.143, 0.643, 0.571, 0  
0.574, 0.048, 0.000, 0  
5.000, 0.040, 0.000, 0  
1.250, 0.588, 0.475, 0   
1.000, 0.556, 0.408, 0  
5.161, 0.043, 0.009, 0  
0.900, 0.489, 0.444, 0  
0.905, 0.175, 0.120, 0  
5.000, 0.044, 0.000, 0  
1.429, 0.543, 0.494, 0   
1.250, 0.363, 0.293, 0  
0.429, 0.723, 1.000, 0  
12.250, 0.087, 0.076, 0  
2.111, 0.027, 0.000, 0   
2.200, 0.219, 0.018, 0  
5.714, 0.056, 0.013, 0  
1.200, 0.525, 0.441, 0  
2.000, 0.300, 0.260, 0  
0.303, 0.167, 0.152, 0  
1.400, 0.356, 1.000, 0  
1.837, 0.325, 0.941, 0  
5.000, 0.041, 0.000, 0  
1.250, 0.588, 0.475, 0  
2.200, 0.523, 0.455, 0  
1.600, 0.419, 0.358, 0  
7.524, 0.061, 0.048, 0  
1.111, 0.600, 0.545, 0  
0.333, 0.281, 0.240, 0  
1.000, 0.583, 0.429, 0  
0.889, 0.458, 0.407, 0  
5.333, 0.048, 0.000, 0  
1.333, 0.667, 0.508, 0  
2.000, 0.183, 0.000, 0  
6.154, 0.050, 0.000, 0  
0.978, 0.046, 0.182, 0  
0.833, 0.381, 0.933, 0  
12.250, 0.093, 0.082, 0  
0.421, 0.257, 0.228, 0  
7.000, 0.184, 0.165, 0  
1.800, 0.483, 0.416, 0  
5.000, 0.053, 0.000, 0  
2.025, 0.195, 0.000, 0  
5.517, 0.042, 0.000, 0  
1.000, 0.531, 0.420, 0  
1.000, 0.222, 0.222, 0  
2.158, 0.155, 0.000, 0  
5.517, 0.049, 0.009, 0  
0.366, 0.161, 0.000, 1  
7.188, 0.065, 0.026, 0  
5.714, 0.045, 0.009, 0  
1.429, 0.600, 0.545, 0  
0.453, 0.154, 0.345, 1  
0.435, 0.121, 0.094, 1  
1.900, 0.199, 0.000, 0  
0.857, 0.405, 0.347, 0  
5.926, 0.041, 0.004, 0  
1.125, 0.597, 0.531, 0  
0.443, 0.076, 0.011, 1  
1.414, 0.147, 0.036, 0  
5.300, 0.051, 0.000, 0  
1.000, 0.568, 0.568, 0  
0.694, 0.124, 0.113, 1  
1.400, 0.436, 0.370, 1  
1.875, 0.317, 0.281, 1  
0.625, 0.431, 0.369, 0  
2.000, 0.166, 0.000, 0  
9.800, 0.118, 0.107, 0  
1.286, 0.492, 0.492, 0  
0.265, 0.281, 0.270, 1  
0.917, 0.116, 0.000, 1  
1.071, 0.638, 1.000, 0  
1.706, 0.105, 0.019, 0  
11.750, 0.088, 0.077, 0  
1.000, 0.528, 0.388, 1  
1.071, 0.671, 1.000, 0  
1.400, 0.241, 0.607, 0  
3.611, 0.304, 0.446, 0  
11.500, 0.082, 0.072, 0  
0.438, 0.145, 0.048, 1  
1.071, 0.643, 1.000, 0  
1.355, 0.096, 0.444, 0  
0.795, 0.281, 0.222, 0  
2.667, 0.385, 0.311, 1  
1.071, 0.633, 1.000, 0  
1.125, 0.472, 0.420, 0  
0.750, 0.220, 0.467, 0  
1.033, 0.359, 0.551, 0  
1.833, 0.121, 0.111, 0  
1.143, 0.607, 1.000, 0  
0.842, 0.286, 0.651, 0  
1.250, 0.425, 0.343, 0  
1.071, 0.633, 1.000, 0  
1.600, 0.406, 0.348, 1   
2.143, 0.533, 0.533, 1   
0.411, 0.022, 0.000, 1   
0.889, 0.556, 0.494, 1  
0.381, 0.375, 0.333, 1  
1.222, 0.457, 1.000, 0  
0.879, 0.313, 0.204, 0  
1.625, 0.039, 0.000, 0  
1.632, 0.156, 0.000, 0  
4.125, 0.280, 0.653, 0  
1.071, 0.681, 1.000, 0  
1.280, 0.014, 0.028, 0  
0.600, 0.517, 0.403, 1   
1.550, 0.168, 0.143, 1  
16.000, 0.076, 0.065, 0  
1.350, 0.307, 0.686, 0  
1.900, 0.183, 0.000, 0  
1.691, 0.040, 0.000, 0  
1.333, 0.729, 0.556, 0  
0.724, 0.487, 0.487, 0  
0.711, 0.138, 0.225, 1  
0.700, 0.586, 0.532, 1  
0.667, 0.490, 0.402, 0  
2.063, 0.123, 0.171, 0  
1.923, 0.199, 0.000, 0  
1.000, 0.648, 1.000, 0  
1.214, 0.319, 0.667, 0  
1.000, 0.658, 1.000, 0  
1.333, 0.155, 0.414, 0  
1.500, 0.255, 0.267, 0  
1.673, 0.041, 0.000, 0  
1.111, 0.600, 0.545, 0  
0.750, 0.396, 0.133, 1  
0.759, 0.062, 0.009, 1  
1.000, 0.750, 0.593, 0  
1.052, 0.054, 0.069, 0  
0.718, 0.319, 0.476, 0  
1.342, 0.252, 0.769, 0  
1.000, 0.668, 1.000, 0  
0.516, 0.124, 0.005, 1  
0.198, 0.311, 0.000, 0  
0.368, 0.556, 0.556, 0  
1.000, 0.592, 0.571, 1  
1.889, 0.480, 1.000, 0  
2.225, 0.108, 0.327, 0  
0.389, 0.643, 0.609, 0  
1.709, 0.040, 0.000, 0  
1.000, 0.611, 0.449, 0  
1.071, 0.671, 1.000, 0  
0.560, 0.066, 0.039, 1  
1.472, 0.041, 0.000, 0  
2.118, 0.223, 0.562, 0  
0.598, 0.088, 0.000, 1  
0.148, 0.169, 0.147, 1  
