0.2654682274247492,0
0.10707627118644068,0
0.046413502109704644,0
0.5833333333333334,0
0.6241379310344828,0
0.5238095238095237,0
0.4625,0
0.03593073593073593,0
0.61,0
0.5,0
0.07091346153846155,1
0.14244521337946944,0
0.3142857142857143,0
0.09133709981167609,0
0.04729166666666667,0
0.6,0
0.5357142857142857,0
0.0821875,1
0.10657596371882086,0
0.5875,0
0.4464285714285714,0
0.6919642857142857,0
0.4894179894179894,0
0.6071428571428571,1
0.2111111111111111,0
0.06390392891850619,1
0.046289062500000006,0
0.4557823129251701,0
0.6,0
0.5,0
0.3142857142857143,0
0.3412698412698413,0
0.07755602240896359,0
